score,TRUE,pred
0.53,1,1
0.57,1,1
0.84,1,1
0.48,1,0
0.71,1,1
0.48,1,0
0.4,1,0
0.49,1,0
0.6,1,1
0.406666667,1,0
0.3975,1,0
0.38,1,0
0.47,1,0
0.51,1,1
0.51,1,1
0.2925,1,0
0.69,1,1
0.615,1,1
0.73,1,1
0.75,1,1
0.7,1,1
0.54,1,1
0.61,1,1
0.705,1,1
0.675,1,1
0.76,1,1
0.55,1,1
0.61,1,1
0.63,1,1
0.5145,1,1
0.47,1,0
0.48,1,0
0.41,1,0
0.52,1,1
0.43,1,0
0.39,1,0
0.47,1,0
0.44,1,0
0.48,1,0
0.47,1,0
0.51,1,1
0.49,1,0
0.44,1,0
0.65,1,1
0.56,1,1
0.47,1,0
0.52,1,1
0.56,1,1
0.5,1,0
0.42,1,0
0.61,1,1
0.51,1,1
0.29,1,0
0.52,1,1
0.72,1,1
0.79,1,1
0.78,1,1
0.44,1,0
0.87,1,1
0.87,1,1
0.65,1,1
0.78,1,1
0.64,1,1
0.48,1,0
0.48,1,0
0.47,1,0
0.535,1,1
0.45,1,0
0.52,1,1
0.46,1,0
0.5,1,0
0.46,1,0
0.36,1,0
0.51,1,1
0.453333333,1,0
0.515,1,1
0.41,1,0
0.43,1,0
0.486,1,0
0.75,1,1
0.94,1,1
0.96,1,1
0.88,1,1
0.79,1,1
0.84,1,1
0.63,1,1
0.93,1,1
0.92,1,1
0.87,1,1
0.73,1,1
0.8,1,1
0.63,1,1
0.35,1,0
0.56,1,1
0.39,1,0
0.44,1,0
0.54,1,1
0.61,1,1
0.2,1,0
0.625,1,1
0.705,1,1
0.2875,1,0
0.58,1,1
0.6175,1,1
0.69,1,1
0.61,1,1
0.545,1,1
0.46,1,0
0.54,1,1
0.69,1,1
0.55,1,1
0.555,1,1
0.663333333,1,1
0.58,1,1
0.49,1,0
0.386666667,1,0
0.28,0,0
0.47,1,0
0.45,1,0
0.6,0,1
0.47,0,0
0.45,0,0
0.31,0,0
0.46,0,0
0.59,1,1
0.41,1,0
0.41,1,0
0.44,1,0
0.27,1,0
0.53,1,1
0.4775,1,0
0.56,1,1
0.72,1,1
0.55,1,1
0.56,1,1
0.61,1,1
0.53,1,1
0.53,1,1
0.56,1,1
0.34,1,0
0.59,1,1
0.41,1,0
0.42,1,0
0.44,1,0
0.49,1,0
0.35,1,0
0.46,1,0
0.46,1,0
0.61,1,1
0.42,1,0
0.57,1,1
0.45,1,0
0.54,1,1
0.61,1,1
0.59,1,1
0.45,1,0
0.53,1,1
0.32,1,0
0.62,1,1
0.4,1,0
0.45,1,0
0.61,1,1
0.48,1,0
0.47,1,0
0.26,1,0
0.5,1,0
0.416666667,1,0
0.4,1,0
0.43,1,0
0.29,1,0
0.45,1,0
0.48,1,0
0.48,1,0
0.4,1,0
0.41,1,0
0.505,1,1
0.47,1,0
0.57,1,1
0.44,1,0
0.45,1,0
0.45,1,0
0.51,1,1
0.47,1,0
0.49,1,0
0.4,1,0
0.6,1,1
0.64,1,1
0.55,1,1
0.54,1,1
0.49,1,0
0.41,1,0
0.47,1,0
0.53,1,1
0.54,0,1
0.2,1,0
0.6,1,1
0.4,1,0
0.41,0,0
0.64,1,1
0.51,1,1
0.45,1,0
0.58,1,1
0.5,1,0
0.47,1,0
0.48,1,0
0.68,1,1
0.44,1,0
0.44,0,0
0.35,1,0
0.6,0,1
0.65,1,1
0.32,1,0
0.54,1,1
0.44,0,0
0.211666667,1,0
0.27,0,0
0.36,0,0
0.55,1,1
0.59,1,1
0.69,1,1
0.54,0,1
0.51,1,1
0.62,0,1
0.53,0,1
0.44,0,0
0.78,1,1
0.56,1,1
0.58,1,1
0.59,1,1
0.48,0,0
0.61,0,1
0.64,0,1
0.43,1,0
0.17,1,0
0.66,1,1
0.51,1,1
0.51,1,1
0.58,1,1
0.465,1,0
0.4,0,0
0.29,1,0
0.37,0,0
0.62,1,1
0.41,0,0
0.46,1,0
0.63,1,1
0.53,1,1
0.4,1,0
0.56,1,1
0.43,1,0
0.41,1,0
0.43,1,0
0.55,0,1
0.33,1,0
0.32,1,0
0.37,1,0
0.31,0,0
0.43,1,0
0.42,0,0
0.33,0,0
0.49,0,0
0.35,0,0
0.48,0,0
0.53,0,1
0.51,0,1
0,0,0
0,0,0
0.03,1,0
0.03,0,0
0.05,0,0
0.03,0,0
0.01,0,0
0.06,1,0
0.36,0,0
0.37,0,0
0.32,0,0
0.27,0,0
0.39,0,0
0.34,0,0
0.35,0,0
0.26,0,0
0.71,1,1
0.82,0,1
0.63,0,1
1,1,1
0.98,1,1
0.93,1,1
0.97,1,1
0.2,0,0
0.25,0,0
0.11,0,0
0.78,1,1
0.17,0,0
0.08,0,0
0.11,0,0
0.35,0,0
0.33,0,0
0.48,1,0
0,0,0
0.01,0,0
0,0,0
0.03,0,0
0.06,0,0
0.1,0,0
0.65,1,1
0.15,0,0
0.09,1,0
0.92,1,1
0.84,1,1
0.08,1,0
0.53,1,1
0.33,0,0
0.37,0,0
0.01,0,0
0.01,0,0
0.04,0,0
0.01,1,0
0.01,0,0
0.04,0,0
0.02,0,0
0.25,0,0
0.06,1,0
0,0,0
0.02,0,0
0,0,0
0.34,0,0
0.07,0,0
0,1,0
0.02,0,0
0.31,0,0
0.02,0,0
0.06,0,0
0.35,1,0
0.36,0,0
0.02,1,0
0.09,0,0
0.43,1,0
0.28,0,0
0.42,0,0
0.46,1,0
0.07,0,0
0.16,0,0
0.13,0,0
0.46,0,0
0.27,1,0
0.29,1,0
0.27,0,0
0.32,0,0
0.4,0,0
0.33,0,0
0.37,0,0
0.27,0,0
0.4,0,0
0.37,0,0
0.37,0,0
0.46,1,0
0.05,0,0
0.03,1,0
0.1,0,0
0.01,0,0
0.1,0,0
0.07,0,0
0.1,0,0
0.13,0,0
0.26,0,0
0.26,0,0
0.33,0,0
0.12,0,0
0.11,1,0
0.28,0,0
0.5,0,0
0.34,0,0
0.38,0,0
0.59,0,1
0.08,0,0
0.46,1,0
0.02,0,0
0.4,0,0
0.35,1,0
0.51,0,1
0.37,0,0
0.4,0,0
0.4,0,0
0.1,0,0
0.13,0,0
0.13,0,0
0.03,0,0
0.11,0,0
0.14,0,0
0.67,1,1
0.38,0,0
0.42,0,0
0.59,0,1
0.46,0,0
0.49,0,0
0.41,0,0
0.27,0,0
0.55,1,1
0.41,0,0
0.13,0,0
0.47,0,0
0.8,1,1
0.45,0,0
0.49,0,0
0.49,0,0
0.28,0,0
0.575,1,1
0,0,0
0.05,0,0
0.05,0,0
0.06,0,0
0.08,0,0
0.03,0,0
0.26,0,0
0.08,0,0
0.49,0,0
0.15,0,0
0.47,0,0
0.49,0,0
0.46,1,0
0.47,1,0
0.38,1,0
0.44,0,0
0.4,0,0
0.03,0,0
0,0,0
0,0,0
0.01,0,0
0,0,0
0,0,0
0.02,0,0
0.01,0,0
0,0,0
0.02,0,0
0.01,0,0
0.28,0,0
0.42,0,0
0.37,0,0
0.4,0,0
0.4,0,0
0.36,0,0
0.35,0,0
0.36,0,0
0.425,0,0
0.44,0,0
0.6,1,1
0.48,1,0
0.41,0,0
0.42,0,0
0.67,1,1
0.49,0,0
0.4,1,0
0.03,0,0
0.36,0,0
0.38,0,0
0.37,0,0
0.36,0,0
0.4,0,0
0.38,0,0
0.52,0,1
0.35,0,0
0.38,0,0
0.3,0,0
0.37,0,0
0.4,1,0
0.43,0,0
0.4,0,0
0.34,0,0
0.4,0,0
0.5,0,0
0.47,0,0
0,0,0
0.32,0,0
0.69,1,1
0.91,0,1
0.03,0,0
0.1,0,0
0.06,0,0
0.2,0,0
0.2,1,0
0.35,0,0
0.48,0,0
0.58,1,1
0.47,0,0
0.645,0,1
0.52,1,1
0.41,0,0
0.228333333,0,0
0.69,1,1
0.503333333,1,1
0.45,0,0
0.6,1,1
0.54,0,1
0.63,0,1
0.484,0,0
0.51,0,1
0.46,0,0
0.7,1,1
0.5,0,0
0.4,0,0
0.434,0,0
0.5,0,0
0.72,1,1
0.78,1,1
0.75,1,1
0.79,1,1
0.71,1,1
0.69,1,1
0.82,1,1
0.69,1,1
0.83,1,1
0.77,1,1
0.59,0,1
0.54,0,1
0.54,0,1
0.54,0,1
0.52,1,1
0.53,1,1
0.54,1,1
0.46,0,0
0.53,0,1
0.57,0,1
0.53,0,1
0.52,0,1
0.42,0,0
0.47,0,0
0.46,0,0
0.43,0,0
0.55,0,1
0.47,0,0
0.44,0,0
0.39,0,0
0.5,0,0
0.41,0,0
0.34,0,0
0.39,0,0
0.29,1,0
0.26,1,0
0.33,1,0
0.64,0,1
0.57,0,1
0.6,0,1
0.62,0,1
0.62,0,1
0.39,1,0
0.41,1,0
0.52,0,1
0.39,1,0
0.42,1,0
0.505,1,1
0.11,0,0
0.09,0,0
0.08,0,0
0.11,0,0
0.01,0,0
0.14,0,0
0.07,0,0
0.17,0,0
0.38,0,0
0.405,0,0
0.38,0,0
0.376666667,0,0
0.43,0,0
0.32,0,0
0.29,0,0
0.27,0,0
0.34,0,0
0.28,0,0
0.37,0,0
0.36,0,0
0.4,0,0
0.4,0,0
0.44,0,0
0.43,0,0
0.4325,0,0
0.3825,0,0
0.55,0,1
0.46,0,0
0.54,0,1
0.47,0,0
0.57,0,1
0.55,0,1
0.64,0,1
0.39,1,0
0.37,0,0
0.22,0,0
0.48,0,0
0.34,0,0
0.46,0,0
0.35,0,0
0.4,0,0
0.42,0,0
0.08,0,0
0.07,0,0
0.29,0,0
0.15,0,0
0.54,0,1
0.14,0,0
0.09,0,0
0.99,1,1
0.97,1,1
0.96,1,1
0.88,1,1
0.21,0,0
0.56,1,1
0.43,0,0
0.37,0,0
0.64,0,1
0.6,0,1
0.8,0,1
0.2,0,0
0.55,0,1
0.54,0,1
0.54,0,1
0.55,0,1
0.51,0,1
0.61,0,1
0.58,1,1
0.67,0,1
0.81,1,1
0.63,0,1
0.06,0,0
0.02,0,0
0.38,0,0
0.25,0,0
0.19,0,0
0.52,0,1
0.53,1,1
0.44,1,0
0.44,1,0
0.53,1,1
0.38,1,0
0.58,1,1
0.43,0,0
0.46,1,0
0.2,1,0
0.58,1,1
0.4,1,0
0.495,1,0
0.59,1,1
0.51,1,1
0.195,1,0
0.29,0,0
0.53,1,1
0.58,1,1
0.48,1,0
0.58,1,1
0.4,1,0
0.42,1,0
0.545,1,1
0.47,1,0
0.46,1,0
0.46,1,0
0.47,1,0
0.06,0,0
0.11,0,0
0.15,0,0
0.23,1,0
0.06,0,0
0.05,0,0
0.17,0,0
0.11,0,0
0.36,0,0
0.15,0,0
0.16,0,0
0.25,0,0
0.475,0,0
0.475,1,0
0.23,0,0
0.05,0,0
0.545,1,1
0.23,0,0
0.57,0,1
0.86,1,1
0.67,0,1
0.54,1,1
0.28,1,0
0.62,1,1
0.44,0,0
0.25,0,0
0.16,0,0
0.345,1,0
0.36,1,0
0.22,0,0
0.17,0,0
0.19,0,0
0.25,0,0
0.16,0,0
0.1,0,0
0.08,0,0
0.16,0,0
0.46,0,0
0.16,0,0
0.31,0,0
0.19,0,0
0.43,1,0
0.53,0,1
0.23,0,0
0.47,0,0
0.48,0,0
0.47,1,0
0.44,0,0
0.35,0,0
0.27,0,0
0.55,0,1
0.41,1,0
0.32,0,0
0.64,1,1
0.24,0,0
0.24,0,0
0.515,1,1
0.4,0,0
0.24,0,0
0.1,0,0
0.09,0,0
0.16,0,0
0.13,0,0
0.09,0,0
0.25,0,0
0.1,0,0
0.1,1,0
0.195,0,0
0.57,0,1
0.54,0,1
0.49,0,0
0.47,1,0
0.02,0,0
0.07,0,0
0.03,0,0
0.05,0,0
0.41,0,0
0.08,0,0
0.06,0,0
0.12,0,0
0.06,0,0
0.08,0,0
0.39,0,0
0.24,0,0
0.38,0,0
0.23,0,0
0.3,0,0
0.25,0,0
0.11,0,0
0.25,0,0
0.29,0,0
0.28,0,0
0.22,0,0
0.39,1,0
0.27,0,0
0.43,0,0
0.15,0,0
0.17,0,0
0.39,0,0
0.795,1,1
0.61,1,1
0.18,0,0
0.16,0,0
0.22,0,0
0.2,0,0
0.2,0,0
0.17,0,0
0.3,0,0
0.27,0,0
0.15,0,0
0.18,0,0
0.3,0,0
0.285,0,0
0.24,0,0
0.55,1,1
0.14,0,0
0.24,0,0
0.24,0,0
0.29,0,0
0.21,0,0
0.07,0,0
0.18,0,0
0.2,0,0
0.43,0,0
0.31,0,0
0.33,0,0
0.7,0,1
0.46,0,0
0.43,0,0
0.47,1,0
0.54,1,1
0.42,1,0
0.35,1,0
0.47,1,0
0.46,0,0
0.4,0,0
0.32,0,0
0.6,1,1
0.56,0,1
0.44,0,0
0.41,0,0
0.4,0,0
0.15,0,0
0.17,0,0
0.16,0,0
0.24,0,0
0.3,0,0
0.25,0,0
0.18,0,0
0.25,0,0
0.23,0,0
0.14,0,0
0.62,0,1
0.26,0,0
0.32,0,0
0.31,0,0
0.35,1,0
0.09,0,0
0.04,0,0
0.11,0,0
0.17,0,0
0.12,0,0
0.05,0,0
0.13,0,0
0.52,0,1
0.12,0,0
0.2,0,0
0.41,1,0
0.35,0,0
0.24,0,0
0.18,0,0
0.25,0,0
0.18,0,0
0.31,0,0
0.3,0,0
0.25,0,0
0.4,1,0
0.45,0,0
0.38,0,0
0.73,1,1
0.45,0,0
0.3,0,0
0.42,0,0
0.39,0,0
0.43,0,0
0.54,0,1
0.62,0,1
0.56,0,1
0.46,0,0
0.4,0,0
0.52,0,1
0.34,1,0
0.42,0,0
0.37,0,0
0.42,0,0
0.41,1,0
0.49,0,0
0.44,0,0
0.57,0,1
0.52,0,1
0.4,0,0
0.41,0,0
0.53,0,1
0.6,0,1
0.66,1,1
0.47,1,0
0.64,0,1
0.51,1,1
0.51,0,1
0.49,1,0
0.49,1,0
0.556666667,0,1
0.44,0,0
0.51,0,1
0.51,0,1
0.22,1,0
0.49,0,0
0.45,0,0
0.47,0,0
0.37,0,0
0.44,0,0
0.46,1,0
0.38,0,0
0.4,0,0
0.26,0,0
0.45,0,0
0.35,0,0
0.38,0,0
0.29,0,0
0.46,0,0
0.35,0,0
0.52,1,1
0.325,1,0
0.44,0,0
0.28,0,0
0.04,0,0
0.33,0,0
0.11,0,0
0.1,0,0
0.11,0,0
0.495,1,0
0.95,1,1
0.42,1,0
0.35,0,0
0.278333333,0,0
0.265,0,0
0.47,0,0
0.53,0,1
0.44,0,0
0.38,0,0
0.6,0,1
0.47,0,0
0.578333333,1,1
0.35,0,0
0.01,0,0
0,0,0
0.02,0,0
0.02,0,0
0.06,0,0
0.07,0,0
0.49,1,0
0.44,0,0
0.5,0,0
0.43,0,0
0.39,0,0
0.56,0,1
0.5,0,0
0.43,0,0
0.43,0,0
0.33,0,0
0.1,0,0
0.55,1,1
0.48,0,0
0.36,0,0
0.42,0,0
0.45,0,0
0.38,0,0
0.5,0,0
0.35,0,0
0.43,0,0
0.53,1,1
0.52,0,1
0.43,0,0
0.56,0,1
0.33,0,0
0.63,1,1
0.45,0,0
0.38,0,0
0.49,0,0
0.36,0,0
0.07,0,0
0.3,0,0
0.35,0,0
0.38,0,0
0.43,0,0
0.533333333,0,1
0.51,1,1
0.55,0,1
0.54,1,1
0.36,0,0
0.39,0,0
0.39,0,0
0.4,0,0
0.33,0,0
0.36,0,0
0.33,0,0
0.29,1,0
0.4,0,0
0.55,0,1
0.48,0,0
0.59,0,1
0.43,0,0
0.39,1,0
0.27,0,0
0.4,0,0
0.34,0,0
0.39,0,0
0.31,0,0
0.31,0,0
0.44,0,0
0.49,0,0
0.42,0,0
0.41,0,0
0.44,0,0
0.32,0,0
0.32,0,0
0.28,0,0
0.36,0,0
0.43,0,0
0.43,0,0
0.39,0,0
0.41,0,0
0.41,0,0
0.4,0,0
0.35,0,0
0.37,0,0
0.42,0,0
0.3725,0,0
0.38,0,0
0.4,0,0
0.44,0,0
0.53,0,1
0.45,0,0
0.53,0,1
0.53,0,1
0.53,0,1
0.46,0,0
0.49,0,0
0.47,0,0
0.47,0,0
0.6,0,1
0.53,0,1
0.52,0,1
0.41,0,0
0.43,0,0
0.42,0,0
0.4,0,0
0.23,0,0
0.32,0,0
0.47,0,0
0.43,1,0
0.47,0,0
0.41,0,0
