score,TRUE,pred
0.008206642,0,0
0.01089639,0,0
0.007430356,0,0
0.08139145,0,0
0.000636834,0,0
0.013604432,0,0
0.003489619,0,0
0.020024274,0,0
0.26915872,0,0
0.14034848,0,0
0.014181243,0,0
0.69343853,0,1
0.18717153,0,0
0.12143182,0,0
0.21380089,1,0
0.55334127,1,1
0.18691024,1,0
0.36076453,1,0
0.24379748,1,0
0.13082527,0,0
0.20076102,0,0
0.042372156,0,0
0.6267262,1,1
0.32937023,0,0
0.28123343,0,0
0.087327525,0,0
0.18971291,0,0
0.002086399,0,0
0.011503084,0,0
0.008391992,0,0
0.02476398,0,0
0.027266959,0,0
0.049044885,0,0
0.006556902,0,0
0.051028874,0,0
0.01418071,0,0
0.012742328,0,0
0.6208644,0,1
0.008880189,0,0
0.19059262,0,0
0.08328148,0,0
0.08150185,1,0
0.000998573,0,0
0.002093021,0,0
0.006042491,0,0
0.018008104,0,0
0.003962136,0,0
0.010002284,0,0
0.002754532,0,0
0.23154895,0,0
0.003741144,0,0
0.07485625,0,0
0.58691883,1,1
0.12338742,0,0
0.10538693,0,0
0.027852962,0,0
0.2221245,0,0
0.07529685,0,0
0.32870492,0,0
0.27111512,0,0
0.11207994,0,0
0.14860237,1,0
0.015743928,0,0
0.007256643,0,0
0.98633367,1,1
0.46508768,0,0
0.13343833,0,0
0.19999999,0,0
0.57318336,0,1
0.15839216,0,0
0.90205014,0,1
0.846382,0,1
0.9456563,0,1
0.26496547,0,0
0.48591763,0,0
0.50688905,0,1
0.67403084,1,1
0.4301172,0,0
0.21112674,0,0
0.8555123,0,1
0.72524714,1,1
0.35027835,0,0
0.5077708,0,1
0.30220005,0,0
0.48781726,0,0
0.6887356,0,1
0.16404954,0,0
0.4899509,0,0
0.8561685,0,1
0.97191185,1,1
0.53798574,1,1
0.85805136,0,1
0.3430249,1,0
0.15223816,0,0
0.24394186,1,0
0.69098014,1,1
0.8380592,0,1
0.9502898,0,1
0.7020033,0,1
0.3584652,0,0
0.026881333,1,0
0.031113029,0,0
0.2033443,0,0
0.7500003,0,1
0.00154982,0,0
0.053496353,0,0
0.14479561,1,0
0.3838732,0,0
0.18857,0,0
0.01755821,0,0
0.32487544,0,0
0.119770244,0,0
0.4560789,0,0
0.015208248,0,0
0.17733179,0,0
0.20934755,0,0
0.47198117,1,0
0.043835793,1,0
0.36810958,0,0
0.06980454,0,0
0.006798356,0,0
0.31863433,0,0
0.04722897,0,0
0.033769257,0,0
0.051384438,0,0
0.24275628,1,0
0.9908084,1,1
0.345473,1,0
0.30378747,0,0
0.011337327,0,0
0.07409993,0,0
0.19265419,0,0
0.75514644,0,1
0.81002736,0,1
0.017021932,0,0
0.87740487,0,1
0.35072944,0,0
0.25378555,1,0
0.09052255,0,0
0.009087716,0,0
9.45E-05,0,0
0.003327268,0,0
0.000649173,0,0
0.006060684,0,0
0.04156223,0,0
0.21565236,1,0
0.066290855,0,0
0.22405733,0,0
0.321933,0,0
0.004016442,0,0
0.50471276,0,1
0.19029732,0,0
0.1979199,0,0
0.13903384,0,0
0.21175474,0,0
0.05035196,0,0
0.80031776,1,1
0.20392904,0,0
0.07534464,0,0
0.53727376,0,1
0.36115518,0,0
0.24269977,0,0
0.65054417,0,1
0.098807506,0,0
0.6389852,0,1
0.6141014,1,1
0.85541844,0,1
0.13832977,0,0
0.92130274,0,1
0.014654508,0,0
0.44642353,1,0
0.9785978,0,1
0.054373726,0,0
0.80463266,0,1
0.19476435,0,0
0.004543499,0,0
0.06348168,0,0
0.70268655,0,1
0.10103872,0,0
0.5562549,0,1
0.15476415,0,0
0.35059014,1,0
0.20004949,0,0
0.12156433,1,0
0.18671559,0,0
0.013516258,0,0
0.043834735,0,0
0.39787796,0,0
0.002124063,0,0
0.11704553,0,0
0.21757749,0,0
0.013519043,1,0
0.21093729,0,0
0.84683716,0,1
0.84417975,0,1
0.91652864,0,1
0.1420761,0,0
0.20857324,1,0
0.024520477,0,0
0.3100581,0,0
0.15151809,0,0
0.32287282,0,0
0.48721695,0,0
0.24309699,0,0
0.3111476,0,0
0.43161437,0,0
0.5748767,0,1
0.1993277,0,0
0.77453965,0,1
0.108122334,0,0
0.04406121,0,0
0.16353452,0,0
0.36607817,0,0
0.456415,0,0
0.40784752,0,0
0.7466505,0,1
0.74604416,0,1
0.09776706,0,0
0.4985129,0,0
0.3069497,0,0
0.5424592,0,1
0.140342,0,0
0.37865862,0,0
0.27145594,0,0
0.60558295,0,1
0.46348226,0,0
0.69027483,0,1
0.21871707,0,0
0.83671856,0,1
0.92259324,0,1
0.8388969,0,1
0.8906561,0,1
0.12761576,0,0
0.88718385,0,1
0.9340622,0,1
0.9364562,0,1
0.53841925,0,1
0.92167133,0,1
0.36913893,0,0
0.505755,0,1
0.5039013,0,1
0.47087806,0,0
0.07412112,0,0
0.71513885,0,1
0.4367226,0,0
0.04189347,1,0
0.15259433,0,0
0.3904725,0,0
