drug1,drug2,cell,label
Sorafenib,Lidocaine,HEPG2,0
Sorafenib,Pamidronic acid,HEPG2,0
Sorafenib,Acarbose,HEPG2,0
Sorafenib,Venlafaxine,HEPG2,0
Sorafenib,Travoprost,HEPG2,0
Sorafenib,Amcinonide,HEPG2,0
Sorafenib,Bleomycin,HEPG2,0
Sorafenib,Raltitrexed,HEPG2,0
Sorafenib,Etonogestrel,HEPG2,0
Sorafenib,Morphine,HEPG2,0
Sorafenib,Bupivacaine,HEPG2,0
Sorafenib,Tranexamic acid,HEPG2,0
Sorafenib,Desogestrel,HEPG2,0
Sorafenib,Ibutilide,HEPG2,0
Sorafenib,Vindesine,HEPG2,0
Sorafenib,Chlorthalidone,HEPG2,0
Sorafenib,Zolmitriptan,HEPG2,0
Sorafenib,Acetaminophen,HEPG2,0
Sorafenib,Gefitinib,HEPG2,0
Sorafenib,Codeine,HEPG2,0
Sorafenib,Dihydroergotamine,HEPG2,0
Sorafenib,Floxuridine,HEPG2,0
Sorafenib,Tolcapone,HEPG2,0
Sorafenib,Fluorometholone,HEPG2,0
Sorafenib,Hydromorphone,HEPG2,0
Sorafenib,Indomethacin,HEPG2,0
Sorafenib,Ipratropium,HEPG2,0
Sorafenib,Methadone,HEPG2,0
Sorafenib,Olanzapine,HEPG2,0
Sorafenib,Atenolol,HEPG2,0
Sorafenib,Pimecrolimus,HEPG2,0
Sorafenib,Omeprazole,HEPG2,0
Sorafenib,Pyrazinamide,HEPG2,0
Sorafenib,Cetirizine,HEPG2,0
Sorafenib,Terfenadine,HEPG2,0
Sorafenib,Alfuzosin,HEPG2,0
Sorafenib,Nitisinone,HEPG2,0
Sorafenib,Clobazam,HEPG2,0
Sorafenib,Minoxidil,HEPG2,0
Sorafenib,Megestrol acetate,HEPG2,0
Sorafenib,Methylergometrine,HEPG2,0
Sorafenib,Chlorzoxazone,HEPG2,0
Sorafenib,Aminoglutethimide,HEPG2,0
Sorafenib,Mefloquine,HEPG2,0
Sorafenib,Sapropterin,HEPG2,0
Sorafenib,Vinorelbine,HEPG2,0
Sorafenib,Clozapine,HEPG2,0
Sorafenib,Sucralfate,HEPG2,0
Sorafenib,Levonorgestrel,HEPG2,0
Sorafenib,Norepinephrine,HEPG2,0
Sorafenib,Timolol,HEPG2,0
Sorafenib,Treprostinil,HEPG2,0
Sorafenib,Trihexyphenidyl,HEPG2,0
Sorafenib,Dydrogesterone,HEPG2,0
Sorafenib,Dexrazoxane,HEPG2,0
Sorafenib,Amlodipine,HEPG2,0
Sorafenib,Oxyphencyclimine,HEPG2,0
Sorafenib,Triamterene,HEPG2,0
Sorafenib,Valrubicin,HEPG2,0
Sorafenib,Procyclidine,HEPG2,0
Sorafenib,Phenylephrine,HEPG2,0
Sorafenib,Digoxin,HEPG2,0
Sorafenib,Sulpiride,HEPG2,0
Sorafenib,Nimodipine,HEPG2,0
Sorafenib,Beclomethasone dipropionate,HEPG2,0
Sorafenib,Progesterone,HEPG2,0
Sorafenib,Phenylpropanolamine,HEPG2,0
Sorafenib,Zoledronic acid,HEPG2,0
Sorafenib,Griseofulvin,HEPG2,0
Sorafenib,Nisoldipine,HEPG2,0
Sorafenib,Eszopiclone,HEPG2,0
Sorafenib,Alprazolam,HEPG2,0
Sorafenib,Remoxipride,HEPG2,0
Sorafenib,Rosiglitazone,HEPG2,0
Sorafenib,Pramipexole,HEPG2,0
Sorafenib,Acetohexamide,HEPG2,0
Sorafenib,Ampicillin,HEPG2,0
Sorafenib,Metocurine iodide,HEPG2,0
Sorafenib,Phenoxymethylpenicillin,HEPG2,0
Sorafenib,Miglustat,HEPG2,0
Sorafenib,Spironolactone,HEPG2,0
Sorafenib,Methocarbamol,HEPG2,0
Sorafenib,Streptozocin,HEPG2,0
Sorafenib,Carboprost tromethamine,HEPG2,0
Sorafenib,Trifluridine,HEPG2,0
Sorafenib,Bendroflumethiazide,HEPG2,0
Sorafenib,Allopurinol,HEPG2,0
Sorafenib,Cerivastatin,HEPG2,0
Sorafenib,Gemcitabine,HEPG2,0
Sorafenib,Betamethasone,HEPG2,0
Sorafenib,Teniposide,HEPG2,0
Sorafenib,Epirubicin,HEPG2,0
Sorafenib,Chloramphenicol,HEPG2,0
Sorafenib,Lansoprazole,HEPG2,0
Sorafenib,Dipivefrin,HEPG2,0
Sorafenib,Droperidol,HEPG2,0
Sorafenib,Levothyroxine,HEPG2,0
Sorafenib,Framycetin,HEPG2,0
Sorafenib,Acitretin,HEPG2,0
Sorafenib,Nabumetone,HEPG2,0
Sorafenib,Methscopolamine bromide,HEPG2,0
Sorafenib,Ketorolac,HEPG2,0
Sorafenib,Enoxacin,HEPG2,0
Sorafenib,Quinine,HEPG2,0
Sorafenib,Tenoxicam,HEPG2,0
Sorafenib,Dronabinol,HEPG2,0
Sorafenib,Montelukast,HEPG2,0
Sorafenib,Chlordiazepoxide,HEPG2,0
Sorafenib,Raloxifene,HEPG2,0
Sorafenib,Celecoxib,HEPG2,0
Sorafenib,Nabilone,HEPG2,0
Sorafenib,Pefloxacin,HEPG2,0
Sorafenib,Sotalol,HEPG2,0
Sorafenib,Miglitol,HEPG2,0
Sorafenib,Fosinopril,HEPG2,0
Sorafenib,Cefotaxime,HEPG2,0
Sorafenib,Entacapone,HEPG2,0
Sorafenib,Zidovudine,HEPG2,0
Sorafenib,Darifenacin,HEPG2,0
Sorafenib,Oxycodone,HEPG2,0
Sorafenib,Phenindione,HEPG2,0
Sorafenib,Flutamide,HEPG2,0
Sorafenib,Tolmetin,HEPG2,0
Sorafenib,Haloperidol,HEPG2,0
Sorafenib,Ritonavir,HEPG2,0
Sorafenib,Levallorphan,HEPG2,0
Sorafenib,Nitazoxanide,HEPG2,0
Sorafenib,Dextrothyroxine,HEPG2,0
Sorafenib,Acetyldigitoxin,HEPG2,0
Sorafenib,Aminocaproic acid,HEPG2,0
Sorafenib,Albendazole,HEPG2,0
Sorafenib,Trandolapril,HEPG2,0
Sorafenib,Carteolol,HEPG2,0
Sorafenib,Metolazone,HEPG2,0
Sorafenib,Cinchocaine,HEPG2,0
Sorafenib,Lercanidipine,HEPG2,0
Sorafenib,Erlotinib,HEPG2,0
Sorafenib,Mephenytoin,HEPG2,0
Sorafenib,Rofecoxib,HEPG2,0
Sorafenib,Chlormerodrin,HEPG2,0
Sorafenib,Cefdinir,HEPG2,0
Sorafenib,Ciprofloxacin,HEPG2,0
Sorafenib,Vincristine,HEPG2,0
Sorafenib,Benazepril,HEPG2,0
Sorafenib,Fluorouracil,HEPG2,0
Sorafenib,Desoximetasone,HEPG2,0
Sorafenib,Zafirlukast,HEPG2,0
Sorafenib,Propylthiouracil,HEPG2,0
Sorafenib,Acetohydroxamic acid,HEPG2,0
Sorafenib,Pentostatin,HEPG2,0
Sorafenib,Piroxicam,HEPG2,0
Sorafenib,Lamotrigine,HEPG2,0
Sorafenib,Hydroxyzine,HEPG2,0
Sorafenib,Zanamivir,HEPG2,0
Sorafenib,Bosentan,HEPG2,0
Sorafenib,Benzthiazide,HEPG2,0
Sorafenib,Methotrexate,HEPG2,0
Sorafenib,Carbamazepine,HEPG2,0
Sorafenib,Cisatracurium,HEPG2,0
Sorafenib,Vinblastine,HEPG2,0
Sorafenib,Propranolol,HEPG2,0
Sorafenib,Atropine,HEPG2,0
Sorafenib,Fenoprofen,HEPG2,0
Sorafenib,Mazindol,HEPG2,0
Sorafenib,Valdecoxib,HEPG2,0
Sorafenib,Levocarnitine,HEPG2,0
Sorafenib,Enalapril,HEPG2,0
Sorafenib,Diclofenac,HEPG2,0
Sorafenib,Fluticasone propionate,HEPG2,0
Sorafenib,Lisuride,HEPG2,0
Sorafenib,Doxazosin,HEPG2,0
Sorafenib,Fluocinolone acetonide,HEPG2,0
Sorafenib,Ethosuximide,HEPG2,0
Sorafenib,Amiloride,HEPG2,0
Sorafenib,Ulobetasol,HEPG2,0
Sorafenib,Labetalol,HEPG2,0
Sorafenib,Thiopental,HEPG2,0
Sorafenib,Monobenzone,HEPG2,0
Sorafenib,Medroxyprogesterone acetate,HEPG2,0
Sorafenib,Cisapride,HEPG2,0
Sorafenib,Sulindac,HEPG2,0
Sorafenib,Cyclothiazide,HEPG2,0
Sorafenib,Ethionamide,HEPG2,0
Sorafenib,Metaraminol,HEPG2,0
Sorafenib,Butorphanol,HEPG2,0
Sorafenib,Bisoprolol,HEPG2,0
Sorafenib,Amodiaquine,HEPG2,0
Sorafenib,Rifabutin,HEPG2,0
Sorafenib,Demeclocycline,HEPG2,0
Sorafenib,Imatinib,HEPG2,0
Sorafenib,Triamcinolone,HEPG2,0
Sorafenib,Nicardipine,HEPG2,0
Sorafenib,Fluphenazine,HEPG2,0
Sorafenib,Testosterone,HEPG2,0
Sorafenib,Bacitracin,HEPG2,0
Sorafenib,Niacin,HEPG2,0
Sorafenib,Clorazepic acid,HEPG2,0
Sorafenib,Guanabenz,HEPG2,0
Sorafenib,Alendronic acid,HEPG2,0
Sorafenib,Clofarabine,HEPG2,0
Sorafenib,Dexmedetomidine,HEPG2,0
Sorafenib,Adenosine,HEPG2,0
Sorafenib,Simvastatin,HEPG2,0
Sorafenib,Pemetrexed,HEPG2,0
Sorafenib,Mebendazole,HEPG2,0
Sorafenib,Gonadorelin,HEPG2,0
Sorafenib,Dyclonine,HEPG2,0
Sorafenib,Dyphylline,HEPG2,0
Sorafenib,Pentazocine,HEPG2,0
Sorafenib,Latanoprost,HEPG2,0
Sorafenib,Estrone,HEPG2,0
Sorafenib,Acamprosate,HEPG2,0
Sorafenib,Flumethasone,HEPG2,0
Sorafenib,Nilutamide,HEPG2,0
Sorafenib,Nafarelin,HEPG2,0
Sorafenib,Epinephrine,HEPG2,0
Sorafenib,Sumatriptan,HEPG2,0
Sorafenib,Pirenzepine,HEPG2,0
Sorafenib,Aprepitant,HEPG2,0
Sorafenib,Losartan,HEPG2,0
Sorafenib,Moricizine,HEPG2,0
Sorafenib,Warfarin,HEPG2,0
Sorafenib,Trovafloxacin,HEPG2,0
Sorafenib,Pentosan polysulfate,HEPG2,0
Sorafenib,Fludrocortisone,HEPG2,0
Sorafenib,Mycophenolate mofetil,HEPG2,0
Sorafenib,Moexipril,HEPG2,0
Sorafenib,Phentolamine,HEPG2,0
Sorafenib,Daunorubicin,HEPG2,0
Sorafenib,Furosemide,HEPG2,0
Sorafenib,Ergotamine,HEPG2,0
Sorafenib,Eplerenone,HEPG2,0
Sorafenib,Methazolamide,HEPG2,0
Sorafenib,Naltrexone,HEPG2,0
Sorafenib,Tamsulosin,HEPG2,0
Sorafenib,Ibandronate,HEPG2,0
Sorafenib,Oxacillin,HEPG2,0
Sorafenib,Apomorphine,HEPG2,0
Sorafenib,Nedocromil,HEPG2,0
Sorafenib,Norethisterone,HEPG2,0
Sorafenib,Lisinopril,HEPG2,0
Sorafenib,Methoxamine,HEPG2,0
Sorafenib,Imiquimod,HEPG2,0
Sorafenib,Homatropine methylbromide,HEPG2,0
Sorafenib,Rocuronium,HEPG2,0
Sorafenib,Nateglinide,HEPG2,0
Sorafenib,Atracurium besylate,HEPG2,0
Sorafenib,Pralidoxime,HEPG2,0
Sorafenib,Esomeprazole,HEPG2,0
Sorafenib,Riluzole,HEPG2,0
Sorafenib,Hydrocortisone,HEPG2,0
Sorafenib,Zileuton,HEPG2,0
Sorafenib,Modafinil,HEPG2,0
Sorafenib,Deferoxamine,HEPG2,0
Sorafenib,Scopolamine,HEPG2,0
Sorafenib,Etodolac,HEPG2,0
Sorafenib,Prilocaine,HEPG2,0
Sorafenib,Ethotoin,HEPG2,0
Sorafenib,Hexachlorophene,HEPG2,0
Sorafenib,Dolasetron,HEPG2,0
Sorafenib,Tetracycline,HEPG2,0
Sorafenib,Irinotecan,HEPG2,0
Sorafenib,Metyrosine,HEPG2,0
Sorafenib,Olopatadine,HEPG2,0
Sorafenib,Hydrocortamate,HEPG2,0
Sorafenib,Alprostadil,HEPG2,0
Sorafenib,Clidinium,HEPG2,0
Sorafenib,Etoposide,HEPG2,0
Sorafenib,Hydroflumethiazide,HEPG2,0
Sorafenib,Tirofiban,HEPG2,0
Sorafenib,Oxcarbazepine,HEPG2,0
Sorafenib,Propiomazine,HEPG2,0
Sorafenib,Roxithromycin,HEPG2,0
Sorafenib,Propantheline,HEPG2,0
Sorafenib,Estradiol,HEPG2,0
Sorafenib,Mefenamic acid,HEPG2,0
Sorafenib,Naproxen,HEPG2,0
Sorafenib,Gadopentetic acid,HEPG2,0
Sorafenib,Perindopril,HEPG2,0
Sorafenib,Primidone,HEPG2,0
Sorafenib,Sulfasalazine,HEPG2,0
Sorafenib,Candesartan cilexetil,HEPG2,0
Sorafenib,Gentamicin,HEPG2,0
Sorafenib,Fenoldopam,HEPG2,0
Sorafenib,Halazepam,HEPG2,0
Sorafenib,Minaprine,HEPG2,0
Sorafenib,Indapamide,HEPG2,0
Sorafenib,Tropicamide,HEPG2,0
Sorafenib,Biperiden,HEPG2,0
Sorafenib,Ribavirin,HEPG2,0
Sorafenib,Meloxicam,HEPG2,0
Sorafenib,Orciprenaline,HEPG2,0
Sorafenib,Propofol,HEPG2,0
Sorafenib,Acetazolamide,HEPG2,0
Sorafenib,Tadalafil,HEPG2,0
Sorafenib,Enprofylline,HEPG2,0
Sorafenib,Levomenthol,HEPG2,0
Sorafenib,Mifepristone,HEPG2,0
Sorafenib,Loperamide,HEPG2,0
Sorafenib,Clocortolone,HEPG2,0
Sorafenib,Tolazamide,HEPG2,0
Sorafenib,Dobutamine,HEPG2,0
Sorafenib,Oxazepam,HEPG2,0
Sorafenib,Donepezil,HEPG2,0
Sorafenib,Nalbuphine,HEPG2,0
Sorafenib,Clofazimine,HEPG2,0
Sorafenib,Flurandrenolide,HEPG2,0
Sorafenib,Cysteamine,HEPG2,0
Sorafenib,Perphenazine,HEPG2,0
Sorafenib,Dacarbazine,HEPG2,0
Sorafenib,Pseudoephedrine,HEPG2,0
Sorafenib,Levorphanol,HEPG2,0
Sorafenib,Aminolevulinic acid,HEPG2,0
Sorafenib,Prednisolone,HEPG2,0
Sorafenib,Diflunisal,HEPG2,0
Sorafenib,Vardenafil,HEPG2,0
Sorafenib,Tacrolimus,HEPG2,0
Sorafenib,Ritodrine,HEPG2,0
Sorafenib,Dorzolamide,HEPG2,0
Sorafenib,Suprofen,HEPG2,0
Sorafenib,Conivaptan,HEPG2,0
Sorafenib,Guaifenesin,HEPG2,0
Sorafenib,Flupentixol,HEPG2,0
Sorafenib,Eprosartan,HEPG2,0
Sorafenib,Sirolimus,HEPG2,0
Sorafenib,Chlorothiazide,HEPG2,0
Sorafenib,Quinapril,HEPG2,0
Sorafenib,Risedronic acid,HEPG2,0
Sorafenib,Bumetanide,HEPG2,0
Sorafenib,Granisetron,HEPG2,0
Sorafenib,Dienestrol,HEPG2,0
Sorafenib,Oxybuprocaine,HEPG2,0
Sorafenib,Testolactone,HEPG2,0
Sorafenib,Rimexolone,HEPG2,0
Sorafenib,Triazolam,HEPG2,0
Sorafenib,Ethanol,HEPG2,0
Sorafenib,Didanosine,HEPG2,0
Sorafenib,Etacrynic acid,HEPG2,0
Sorafenib,Ondansetron,HEPG2,0
Sorafenib,Bimatoprost,HEPG2,0
Sorafenib,Tiagabine,HEPG2,0
Sorafenib,Quinidine,HEPG2,0
Sorafenib,Zonisamide,HEPG2,0
Sorafenib,Paricalcitol,HEPG2,0
Sorafenib,Repaglinide,HEPG2,0
Sorafenib,Phenformin,HEPG2,0
Sorafenib,Dinoprostone,HEPG2,0
Sorafenib,Almotriptan,HEPG2,0
Sorafenib,Ketotifen,HEPG2,0
Sorafenib,Buprenorphine,HEPG2,0
Sorafenib,Levosimendan,HEPG2,0
Sorafenib,Famotidine,HEPG2,0
Sorafenib,Azacitidine,HEPG2,0
Sorafenib,Misoprostol,HEPG2,0
Sorafenib,Mesoridazine,HEPG2,0
Sorafenib,Salicylic acid,HEPG2,0
Sorafenib,Diethylpropion,HEPG2,0
Sorafenib,Salmeterol,HEPG2,0
Sorafenib,Meclofenamic acid,HEPG2,0
Sorafenib,Methantheline,HEPG2,0
Sorafenib,Cycrimine,HEPG2,0
Sorafenib,Phenprocoumon,HEPG2,0
Sorafenib,Fulvestrant,HEPG2,0
Sorafenib,Fexofenadine,HEPG2,0
Sorafenib,Isoniazid,HEPG2,0
Sorafenib,Naratriptan,HEPG2,0
Sorafenib,Rizatriptan,HEPG2,0
Sorafenib,Hydrocodone,HEPG2,0
Sorafenib,Norgestimate,HEPG2,0
Sorafenib,Methylprednisolone,HEPG2,0
Sorafenib,Pindolol,HEPG2,0
Sorafenib,Mepivacaine,HEPG2,0
Sorafenib,Bromfenac,HEPG2,0
Sorafenib,Telmisartan,HEPG2,0
Sorafenib,Methyldopa,HEPG2,0
Sorafenib,Alosetron,HEPG2,0
Sorafenib,Dactinomycin,HEPG2,0
Sorafenib,Ezetimibe,HEPG2,0
Sorafenib,Dipyridamole,HEPG2,0
Sorafenib,Ethinylestradiol,HEPG2,0
Sorafenib,Lomefloxacin,HEPG2,0
Sorafenib,Cyclopentolate,HEPG2,0
Sorafenib,Ramelteon,HEPG2,0
Sorafenib,Physostigmine,HEPG2,0
Sorafenib,Formoterol,HEPG2,0
Sorafenib,Nandrolone phenpropionate,HEPG2,0
Sorafenib,Glycopyrronium,HEPG2,0
Sorafenib,Cytarabine,HEPG2,0
Sorafenib,Dopamine,HEPG2,0
Sorafenib,Oxaprozin,HEPG2,0
Sorafenib,Azathioprine,HEPG2,0
Sorafenib,Gabapentin,HEPG2,0
Sorafenib,Doxorubicin,HEPG2,0
Sorafenib,Frovatriptan,HEPG2,0
Sorafenib,Hydrochlorothiazide,HEPG2,0
Sorafenib,Salbutamol,HEPG2,0
Sorafenib,Levobupivacaine,HEPG2,0
Sorafenib,Cromoglicic acid,HEPG2,0
Sorafenib,Hydroxyurea,HEPG2,0
Sorafenib,Ketoprofen,HEPG2,0
Sorafenib,Edrophonium,HEPG2,0
Sorafenib,Clobetasol propionate,HEPG2,0
Sorafenib,Balsalazide,HEPG2,0
Sorafenib,Glyburide,HEPG2,0
Sorafenib,Minocycline,HEPG2,0
Sorafenib,Guanfacine,HEPG2,0
Sorafenib,Isosorbide mononitrate,HEPG2,0
Sorafenib,Trichlormethiazide,HEPG2,0
Sorafenib,Felodipine,HEPG2,0
Sorafenib,Mycophenolic acid,HEPG2,0
Sorafenib,Amlexanox,HEPG2,0
Sorafenib,Irbesartan,HEPG2,0
Sorafenib,Topotecan,HEPG2,0
Sorafenib,Mercaptopurine,HEPG2,0
Sorafenib,Procainamide,HEPG2,0
Sorafenib,Tolterodine,HEPG2,0
Sorafenib,Thalidomide,HEPG2,0
Sorafenib,Rifampicin,HEPG2,0
Sorafenib,Lubiprostone,HEPG2,0
Sorafenib,Fluocinonide,HEPG2,0
Sorafenib,Abacavir,HEPG2,0
Sorafenib,Benzylpenicillin,HEPG2,0
Sorafenib,Nitrendipine,HEPG2,0
Sorafenib,Tocainide,HEPG2,0
Sorafenib,Norfloxacin,HEPG2,0
Sorafenib,Oxybutynin,HEPG2,0
Sorafenib,Acetophenazine,HEPG2,0
Sorafenib,Isoprenaline,HEPG2,0
Sorafenib,Melatonin,HEPG2,0
Sorafenib,Glipizide,HEPG2,0
Sorafenib,Clonazepam,HEPG2,0
Sorafenib,Dihydrotachysterol,HEPG2,0
Sorafenib,Fludarabine,HEPG2,0
Sorafenib,Atorvastatin,HEPG2,0
Sorafenib,Etidronic acid,HEPG2,0
Sorafenib,Deslanoside,HEPG2,0
Sorafenib,Tegaserod,HEPG2,0
Sorafenib,Vigabatrin,HEPG2,0
Sorafenib,Streptomycin,HEPG2,0
Sorafenib,Orlistat,HEPG2,0
Sorafenib,Primaquine,HEPG2,0
Sorafenib,Iloprost,HEPG2,0
Sorafenib,Deserpidine,HEPG2,0
Sorafenib,Ouabain,HEPG2,0
Sorafenib,Fluvastatin,HEPG2,0
Sorafenib,Leflunomide,HEPG2,0
Sorafenib,Rosuvastatin,HEPG2,0
Sorafenib,Flucytosine,HEPG2,0
Sorafenib,Pimozide,HEPG2,0
Sorafenib,Capecitabine,HEPG2,0
Sorafenib,Arbutamine,HEPG2,0
Sorafenib,Levocabastine,HEPG2,0
Sorafenib,Methyprylon,HEPG2,0
Sorafenib,Trilostane,HEPG2,0
Sorafenib,Nifedipine,HEPG2,0
Sorafenib,Atovaquone,HEPG2,0
Sorafenib,Diazoxide,HEPG2,0
Sorafenib,Gliclazide,HEPG2,0
Sorafenib,Phenacemide,HEPG2,0
Sorafenib,Ambenonium,HEPG2,0
Sorafenib,Anisindione,HEPG2,0
Sorafenib,Dutasteride,HEPG2,0
Sorafenib,Bicalutamide,HEPG2,0
Sorafenib,Rabeprazole,HEPG2,0
Sorafenib,Prednicarbate,HEPG2,0
Sorafenib,Pioglitazone,HEPG2,0
Sorafenib,Doxacurium,HEPG2,0
Sorafenib,Carvedilol,HEPG2,0
Sorafenib,Sulfinpyrazone,HEPG2,0
Sorafenib,Thiamylal,HEPG2,0
Sorafenib,Bupropion,HEPG2,0
Sorafenib,Trimetrexate,HEPG2,0
Sorafenib,Dinoprost tromethamine,HEPG2,0
Sorafenib,Terazosin,HEPG2,0
Sorafenib,Ofloxacin,HEPG2,0
Sorafenib,Cilostazol,HEPG2,0
Sorafenib,Procarbazine,HEPG2,0
Sorafenib,Moclobemide,HEPG2,0
Sorafenib,Idarubicin,HEPG2,0
Sorafenib,Chlormezanone,HEPG2,0
Sorafenib,Podofilox,HEPG2,0
Sorafenib,Rescinnamine,HEPG2,0
Sorafenib,Propafenone,HEPG2,0
Sorafenib,Naloxone,HEPG2,0
Sorafenib,Domperidone,HEPG2,0
Sorafenib,Fluoxymesterone,HEPG2,0
Sorafenib,Pergolide,HEPG2,0
Sorafenib,Ciclopirox,HEPG2,0
Sorafenib,Desflurane,HEPG2,0
Sorafenib,Oxymorphone,HEPG2,0
Sorafenib,Acebutolol,HEPG2,0
Sorafenib,Brinzolamide,HEPG2,0
Sorafenib,Flecainide,HEPG2,0
Sorafenib,Estramustine,HEPG2,0
Sorafenib,Captopril,HEPG2,0
Sorafenib,Zopiclone,HEPG2,0
Sorafenib,Tubocurarine,HEPG2,0
Sorafenib,Bromocriptine,HEPG2,0
Sorafenib,Levetiracetam,HEPG2,0
Sorafenib,Nadolol,HEPG2,0
Sorafenib,Mitoxantrone,HEPG2,0
Sorafenib,Sparfloxacin,HEPG2,0
Sorafenib,Dezocine,HEPG2,0
Sorafenib,Levobunolol,HEPG2,0
Sorafenib,Clarithromycin,HEPG2,0
Sorafenib,Ceftriaxone,HEPG2,0
Sorafenib,Fomepizole,HEPG2,0
Sorafenib,Metipranolol,HEPG2,0
Sorafenib,Estazolam,HEPG2,0
Sorafenib,Finasteride,HEPG2,0
Sorafenib,Halofantrine,HEPG2,0
Sorafenib,Dantrolene,HEPG2,0
Sorafenib,Rifaximin,HEPG2,0
Sorafenib,Ketamine,HEPG2,0
Sorafenib,Budesonide,HEPG2,0
Sorafenib,Aminophylline,HEPG2,0
Sorafenib,Quetiapine,HEPG2,0
Sorafenib,Mivacurium,HEPG2,0
