drug1,drug2,cell,label
5-FU,BORTEZOMIB,SW620,0
5-FU,BORTEZOMIB,SW837,0
5-FU,BORTEZOMIB,UACC62,0
5-FU,BORTEZOMIB,VCAP,0
5-FU,BORTEZOMIB,ZR751,0
5-FU,DASATINIB,A2058,1
5-FU,DASATINIB,A2780,1
5-FU,DASATINIB,A427,1
5-FU,DASATINIB,CAOV3,1
5-FU,DASATINIB,ES2,1
5-FU,DASATINIB,HCT116,0
5-FU,DASATINIB,HT144,0
5-FU,DASATINIB,HT29,1
5-FU,DASATINIB,LOVO,1
5-FU,DASATINIB,MDAMB436,1
5-FU,DASATINIB,NCIH1650,1
5-FU,DASATINIB,NCIH2122,0
5-FU,DASATINIB,NCIH23,1
5-FU,DASATINIB,NCIH460,1
5-FU,DASATINIB,NCIH520,1
5-FU,DASATINIB,RKO,1
5-FU,DASATINIB,RPMI7951,1
5-FU,DASATINIB,SKMEL30,0
5-FU,DASATINIB,SW620,1
5-FU,DASATINIB,SW837,1
5-FU,DASATINIB,T47D,1
5-FU,DASATINIB,UACC62,1
5-FU,DASATINIB,VCAP,1
5-FU,ERLOTINIB,A2780,1
5-FU,ERLOTINIB,A375,1
5-FU,ERLOTINIB,A427,1
5-FU,ERLOTINIB,CAOV3,0
5-FU,ERLOTINIB,ES2,1
5-FU,ERLOTINIB,HCT116,1
5-FU,ERLOTINIB,HT29,1
5-FU,ERLOTINIB,KPL1,0
5-FU,ERLOTINIB,LOVO,1
5-FU,ERLOTINIB,MDAMB436,1
5-FU,ERLOTINIB,NCIH2122,1
5-FU,ERLOTINIB,NCIH460,1
5-FU,ERLOTINIB,OV90,0
5-FU,ERLOTINIB,RKO,1
5-FU,ERLOTINIB,RPMI7951,1
5-FU,ERLOTINIB,SKMEL30,1
5-FU,ERLOTINIB,SKMES1,1
5-FU,ERLOTINIB,SKOV3,1
5-FU,ERLOTINIB,SW837,1
5-FU,ERLOTINIB,T47D,0
5-FU,ERLOTINIB,UACC62,1
5-FU,ERLOTINIB,VCAP,1
5-FU,ERLOTINIB,ZR751,1
5-FU,GELDANAMYCIN,CAOV3,0
5-FU,GELDANAMYCIN,ES2,0
5-FU,GELDANAMYCIN,HT29,0
5-FU,GELDANAMYCIN,LOVO,0
5-FU,GELDANAMYCIN,NCIH1650,0
5-FU,GELDANAMYCIN,NCIH2122,0
5-FU,GELDANAMYCIN,NCIH23,0
5-FU,GELDANAMYCIN,NCIH460,0
5-FU,GELDANAMYCIN,RPMI7951,0
5-FU,GELDANAMYCIN,SKMEL30,0
5-FU,GELDANAMYCIN,SKOV3,0
5-FU,GELDANAMYCIN,SW620,0
5-FU,GELDANAMYCIN,SW837,0
5-FU,GELDANAMYCIN,T47D,1
5-FU,GELDANAMYCIN,UACC62,0
5-FU,GELDANAMYCIN,VCAP,1
5-FU,GELDANAMYCIN,ZR751,0
5-FU,L778123,A427,1
5-FU,L778123,CAOV3,0
5-FU,L778123,ES2,1
5-FU,L778123,HCT116,1
5-FU,L778123,HT29,1
5-FU,L778123,NCIH1650,1
5-FU,L778123,NCIH460,0
5-FU,L778123,NCIH520,1
5-FU,L778123,OV90,1
5-FU,L778123,SKMEL30,0
5-FU,L778123,SW837,0
5-FU,L778123,T47D,1
5-FU,L778123,VCAP,1
5-FU,LAPATINIB,A427,0
5-FU,LAPATINIB,CAOV3,0
5-FU,LAPATINIB,KPL1,0
5-FU,LAPATINIB,LOVO,1
5-FU,LAPATINIB,NCIH23,0
5-FU,LAPATINIB,NCIH460,0
5-FU,LAPATINIB,NCIH520,0
5-FU,LAPATINIB,OV90,0
5-FU,LAPATINIB,RKO,1
5-FU,LAPATINIB,SKMES1,1
5-FU,LAPATINIB,SW620,0
5-FU,LAPATINIB,T47D,1
5-FU,LAPATINIB,VCAP,1
5-FU,LAPATINIB,ZR751,1
5-FU,MK-4827,A375,0
5-FU,MK-4827,CAOV3,0
5-FU,MK-4827,ES2,0
5-FU,MK-4827,HT144,0
5-FU,MK-4827,KPL1,0
5-FU,MK-4827,LOVO,0
5-FU,MK-4827,NCIH1650,0
5-FU,MK-4827,NCIH23,0
5-FU,MK-4827,NCIH460,0
5-FU,MK-4827,OV90,0
5-FU,MK-4827,RKO,0
5-FU,MK-4827,SKOV3,0
5-FU,MK-4827,SW837,0
5-FU,MK-4827,T47D,0
5-FU,MK-4827,VCAP,1
5-FU,MK-5108,CAOV3,0
5-FU,MK-5108,HCT116,1
5-FU,MK-5108,HT29,1
5-FU,MK-5108,NCIH1650,0
5-FU,MK-5108,NCIH2122,0
5-FU,MK-5108,NCIH23,0
5-FU,MK-5108,NCIH460,0
5-FU,MK-5108,RKO,0
5-FU,MK-5108,SKMEL30,1
5-FU,MK-5108,SKMES1,0
5-FU,MK-5108,SW837,0
5-FU,MK-5108,VCAP,1
5-FU,MK-8669,A2058,1
5-FU,MK-8669,A2780,1
5-FU,MK-8669,A375,1
5-FU,MK-8669,A427,1
5-FU,MK-8669,ES2,1
5-FU,MK-8669,HT29,1
5-FU,MK-8669,KPL1,1
5-FU,MK-8669,MDAMB436,1
5-FU,MK-8669,NCIH1650,1
5-FU,MK-8669,NCIH2122,1
5-FU,MK-8669,NCIH23,1
5-FU,MK-8669,RKO,1
5-FU,MK-8669,RPMI7951,1
5-FU,MK-8669,SKMEL30,1
5-FU,MK-8669,SKOV3,1
5-FU,MK-8669,SW620,1
5-FU,MK-8669,SW837,1
5-FU,MK-8669,T47D,1
5-FU,MK-8669,UACC62,1
5-FU,MK-8669,VCAP,1
5-FU,MK-8669,ZR751,1
5-FU,PD325901,A2780,1
5-FU,PD325901,A375,0
5-FU,PD325901,A427,1
5-FU,PD325901,CAOV3,0
5-FU,PD325901,HCT116,1
5-FU,PD325901,KPL1,0
5-FU,PD325901,LOVO,0
5-FU,PD325901,NCIH460,1
5-FU,PD325901,NCIH520,0
5-FU,PD325901,OV90,0
5-FU,PD325901,SKMEL30,0
5-FU,PD325901,SKMES1,0
5-FU,PD325901,T47D,1
5-FU,PD325901,UACC62,0
5-FU,PD325901,VCAP,1
5-FU,PD325901,ZR751,0
5-FU,SORAFENIB,CAOV3,0
5-FU,SORAFENIB,HCT116,0
5-FU,SORAFENIB,HT29,0
5-FU,SORAFENIB,KPL1,0
5-FU,SORAFENIB,LOVO,0
5-FU,SORAFENIB,MDAMB436,0
5-FU,SORAFENIB,NCIH1650,0
5-FU,SORAFENIB,NCIH2122,0
5-FU,SORAFENIB,NCIH23,0
5-FU,SORAFENIB,NCIH460,0
5-FU,SORAFENIB,RPMI7951,0
5-FU,SORAFENIB,SKOV3,1
5-FU,SORAFENIB,SW837,0
5-FU,SORAFENIB,T47D,0
5-FU,SORAFENIB,ZR751,0
5-FU,SUNITINIB,ES2,1
5-FU,SUNITINIB,RPMI7951,0
5-FU,SUNITINIB,SKMES1,1
5-FU,SUNITINIB,SKOV3,1
5-FU,SUNITINIB,SW837,0
5-FU,SUNITINIB,VCAP,1
5-FU,ZOLINZA,A2058,0
5-FU,ZOLINZA,A2780,0
5-FU,ZOLINZA,A427,0
5-FU,ZOLINZA,CAOV3,0
5-FU,ZOLINZA,ES2,0
5-FU,ZOLINZA,HCT116,0
5-FU,ZOLINZA,HT144,0
5-FU,ZOLINZA,HT29,0
5-FU,ZOLINZA,KPL1,0
5-FU,ZOLINZA,LOVO,0
5-FU,ZOLINZA,NCIH2122,1
5-FU,ZOLINZA,NCIH23,0
5-FU,ZOLINZA,NCIH520,0
5-FU,ZOLINZA,OV90,0
5-FU,ZOLINZA,RKO,1
5-FU,ZOLINZA,RPMI7951,0
5-FU,ZOLINZA,SKMEL30,0
5-FU,ZOLINZA,SKMES1,1
5-FU,ZOLINZA,SW620,0
5-FU,ZOLINZA,SW837,0
5-FU,ZOLINZA,VCAP,1
5-FU,ZOLINZA,ZR751,0
ABT-888,GELDANAMYCIN,A2058,1
ABT-888,GELDANAMYCIN,A2780,1
ABT-888,GELDANAMYCIN,A375,1
ABT-888,GELDANAMYCIN,CAOV3,1
ABT-888,GELDANAMYCIN,HCT116,1
ABT-888,GELDANAMYCIN,HT29,0
ABT-888,GELDANAMYCIN,KPL1,1
ABT-888,GELDANAMYCIN,LOVO,1
ABT-888,GELDANAMYCIN,MDAMB436,1
ABT-888,GELDANAMYCIN,NCIH1650,0
ABT-888,GELDANAMYCIN,NCIH23,0
ABT-888,GELDANAMYCIN,NCIH460,0
ABT-888,GELDANAMYCIN,NCIH520,0
ABT-888,GELDANAMYCIN,OV90,0
ABT-888,GELDANAMYCIN,RKO,1
ABT-888,GELDANAMYCIN,SKMEL30,1
ABT-888,GELDANAMYCIN,SKOV3,0
ABT-888,GELDANAMYCIN,SW620,0
ABT-888,GELDANAMYCIN,T47D,0
ABT-888,GELDANAMYCIN,VCAP,1
ABT-888,GELDANAMYCIN,ZR751,0
ABT-888,MK-8669,A2058,1
ABT-888,MK-8669,CAOV3,1
ABT-888,MK-8669,ES2,0
ABT-888,MK-8669,HCT116,0
ABT-888,MK-8669,HT144,0
ABT-888,MK-8669,KPL1,1
ABT-888,MK-8669,NCIH1650,0
ABT-888,MK-8669,NCIH23,1
ABT-888,MK-8669,NCIH460,0
ABT-888,MK-8669,NCIH520,1
ABT-888,MK-8669,OV90,0
ABT-888,MK-8669,RPMI7951,1
ABT-888,MK-8669,SKMEL30,0
ABT-888,MK-8669,SW837,0
ABT-888,MK-8669,T47D,1
ABT-888,MK-8669,VCAP,0
ABT-888,MK-8669,ZR751,0
ABT-888,SN-38,A2058,1
ABT-888,SN-38,A2780,1
ABT-888,SN-38,A375,1
ABT-888,SN-38,CAOV3,1
ABT-888,SN-38,HCT116,1
ABT-888,SN-38,LOVO,0
ABT-888,SN-38,MDAMB436,1
ABT-888,SN-38,NCIH2122,1
ABT-888,SN-38,NCIH23,1
ABT-888,SN-38,NCIH460,1
ABT-888,SN-38,NCIH520,1
ABT-888,SN-38,OV90,1
ABT-888,SN-38,RKO,1
ABT-888,SN-38,RPMI7951,1
ABT-888,SN-38,SKMEL30,1
ABT-888,SN-38,SKMES1,1
ABT-888,SN-38,SW620,1
ABT-888,SN-38,T47D,1
ABT-888,SN-38,UACC62,1
ABT-888,SN-38,VCAP,0
ABT-888,SN-38,ZR751,0
ABT-888,SORAFENIB,A2058,1
ABT-888,SORAFENIB,A375,1
ABT-888,SORAFENIB,A427,1
ABT-888,SORAFENIB,CAOV3,0
ABT-888,SORAFENIB,HCT116,1
ABT-888,SORAFENIB,HT144,1
ABT-888,SORAFENIB,MDAMB436,0
ABT-888,SORAFENIB,NCIH2122,1
ABT-888,SORAFENIB,NCIH23,1
ABT-888,SORAFENIB,NCIH460,1
ABT-888,SORAFENIB,NCIH520,1
ABT-888,SORAFENIB,RKO,1
ABT-888,SORAFENIB,RPMI7951,1
ABT-888,SORAFENIB,SKMES1,1
ABT-888,SORAFENIB,SKOV3,1
ABT-888,SORAFENIB,SW620,1
ABT-888,SORAFENIB,T47D,1
ABT-888,SORAFENIB,UACC62,1
ABT-888,SORAFENIB,ZR751,0
ABT-888,TOPOTECAN,A2058,0
ABT-888,TOPOTECAN,A2780,1
ABT-888,TOPOTECAN,A375,0
ABT-888,TOPOTECAN,A427,0
ABT-888,TOPOTECAN,ES2,0
ABT-888,TOPOTECAN,HCT116,0
ABT-888,TOPOTECAN,HT144,0
ABT-888,TOPOTECAN,HT29,0
ABT-888,TOPOTECAN,LOVO,0
ABT-888,TOPOTECAN,NCIH1650,0
ABT-888,TOPOTECAN,NCIH2122,0
ABT-888,TOPOTECAN,NCIH23,0
ABT-888,TOPOTECAN,NCIH460,0
ABT-888,TOPOTECAN,NCIH520,0
ABT-888,TOPOTECAN,OV90,0
ABT-888,TOPOTECAN,RKO,0
ABT-888,TOPOTECAN,RPMI7951,0
ABT-888,TOPOTECAN,SKMEL30,0
ABT-888,TOPOTECAN,SKMES1,0
ABT-888,TOPOTECAN,SKOV3,0
ABT-888,TOPOTECAN,SW837,0
ABT-888,TOPOTECAN,T47D,1
ABT-888,TOPOTECAN,UACC62,0
ABT-888,TOPOTECAN,VCAP,0
ABT-888,TOPOTECAN,ZR751,0
AZD1775,ABT-888,A2058,1
AZD1775,ABT-888,A427,0
AZD1775,ABT-888,ES2,0
AZD1775,ABT-888,HCT116,0
AZD1775,ABT-888,LOVO,0
AZD1775,ABT-888,NCIH1650,0
AZD1775,ABT-888,NCIH2122,0
AZD1775,ABT-888,NCIH23,0
AZD1775,ABT-888,NCIH460,0
AZD1775,ABT-888,OV90,0
AZD1775,ABT-888,RKO,0
AZD1775,ABT-888,RPMI7951,0
AZD1775,ABT-888,SKOV3,1
AZD1775,ABT-888,SW620,0
AZD1775,ABT-888,SW837,0
AZD1775,ABT-888,T47D,0
AZD1775,ABT-888,VCAP,0
AZD1775,ABT-888,ZR751,0
AZD1775,BORTEZOMIB,A2780,0
AZD1775,BORTEZOMIB,A427,0
AZD1775,BORTEZOMIB,CAOV3,0
AZD1775,BORTEZOMIB,ES2,0
AZD1775,BORTEZOMIB,HCT116,0
AZD1775,BORTEZOMIB,HT144,0
AZD1775,BORTEZOMIB,HT29,0
AZD1775,BORTEZOMIB,KPL1,0
AZD1775,BORTEZOMIB,LOVO,0
AZD1775,BORTEZOMIB,MDAMB436,0
AZD1775,BORTEZOMIB,NCIH1650,0
AZD1775,BORTEZOMIB,NCIH2122,0
AZD1775,BORTEZOMIB,NCIH23,0
AZD1775,BORTEZOMIB,NCIH520,0
AZD1775,BORTEZOMIB,OV90,0
AZD1775,BORTEZOMIB,RKO,0
AZD1775,BORTEZOMIB,RPMI7951,0
AZD1775,BORTEZOMIB,SKMEL30,0
AZD1775,BORTEZOMIB,SKMES1,0
AZD1775,BORTEZOMIB,SW620,0
AZD1775,BORTEZOMIB,T47D,0
AZD1775,BORTEZOMIB,UACC62,0
AZD1775,BORTEZOMIB,VCAP,0
AZD1775,BORTEZOMIB,ZR751,0
AZD1775,DASATINIB,A2058,1
AZD1775,DASATINIB,A2058,1
AZD1775,DASATINIB,A2780,1
AZD1775,DASATINIB,A375,1
AZD1775,DASATINIB,A375,1
AZD1775,DASATINIB,A427,1
AZD1775,DASATINIB,A427,1
AZD1775,DASATINIB,CAOV3,1
AZD1775,DASATINIB,CAOV3,1
AZD1775,DASATINIB,ES2,1
AZD1775,DASATINIB,ES2,1
AZD1775,DASATINIB,HCT116,1
AZD1775,DASATINIB,HCT116,1
AZD1775,DASATINIB,HT29,1
AZD1775,DASATINIB,HT29,1
AZD1775,DASATINIB,KPL1,1
AZD1775,DASATINIB,LOVO,1
AZD1775,DASATINIB,LOVO,1
AZD1775,DASATINIB,MDAMB436,1
AZD1775,DASATINIB,NCIH1650,1
AZD1775,DASATINIB,NCIH1650,1
AZD1775,DASATINIB,NCIH2122,0
AZD1775,DASATINIB,NCIH2122,0
AZD1775,DASATINIB,NCIH23,1
AZD1775,DASATINIB,NCIH23,1
AZD1775,DASATINIB,NCIH460,1
AZD1775,DASATINIB,NCIH520,1
AZD1775,DASATINIB,OV90,1
AZD1775,DASATINIB,RKO,1
AZD1775,DASATINIB,RPMI7951,1
AZD1775,DASATINIB,SKMEL30,1
AZD1775,DASATINIB,SKMES1,1
AZD1775,DASATINIB,SKOV3,1
AZD1775,DASATINIB,SW620,1
AZD1775,DASATINIB,SW620,1
AZD1775,DASATINIB,SW837,1
AZD1775,DASATINIB,T47D,1
AZD1775,DASATINIB,UACC62,1
AZD1775,DASATINIB,VCAP,1
AZD1775,DASATINIB,ZR751,0
AZD1775,ERLOTINIB,A375,1
AZD1775,ERLOTINIB,A427,0
AZD1775,ERLOTINIB,CAOV3,1
AZD1775,ERLOTINIB,HCT116,0
AZD1775,ERLOTINIB,HT144,1
AZD1775,ERLOTINIB,KPL1,1
AZD1775,ERLOTINIB,LOVO,1
AZD1775,ERLOTINIB,NCIH1650,1
AZD1775,ERLOTINIB,NCIH23,0
AZD1775,ERLOTINIB,NCIH460,0
AZD1775,ERLOTINIB,NCIH520,0
AZD1775,ERLOTINIB,OV90,0
AZD1775,ERLOTINIB,RPMI7951,1
AZD1775,ERLOTINIB,SKMEL30,0
AZD1775,ERLOTINIB,SKMES1,1
AZD1775,ERLOTINIB,SKOV3,1
AZD1775,ERLOTINIB,SW620,0
AZD1775,ERLOTINIB,SW837,1
AZD1775,ERLOTINIB,UACC62,1
AZD1775,GELDANAMYCIN,A2780,0
AZD1775,GELDANAMYCIN,A375,1
AZD1775,GELDANAMYCIN,A427,0
AZD1775,GELDANAMYCIN,HCT116,1
AZD1775,GELDANAMYCIN,HT144,1
AZD1775,GELDANAMYCIN,HT29,0
AZD1775,GELDANAMYCIN,LOVO,0
AZD1775,GELDANAMYCIN,NCIH1650,0
AZD1775,GELDANAMYCIN,NCIH2122,0
AZD1775,GELDANAMYCIN,NCIH23,0
AZD1775,GELDANAMYCIN,NCIH460,0
AZD1775,GELDANAMYCIN,NCIH520,0
AZD1775,GELDANAMYCIN,OV90,0
AZD1775,GELDANAMYCIN,RPMI7951,0
AZD1775,GELDANAMYCIN,SKMEL30,1
AZD1775,GELDANAMYCIN,SKMES1,0
AZD1775,GELDANAMYCIN,SKOV3,0
AZD1775,GELDANAMYCIN,SW620,0
AZD1775,GELDANAMYCIN,SW837,0
AZD1775,GELDANAMYCIN,T47D,0
AZD1775,GELDANAMYCIN,UACC62,1
AZD1775,GELDANAMYCIN,VCAP,0
AZD1775,GELDANAMYCIN,ZR751,0
AZD1775,LAPATINIB,A2780,1
AZD1775,LAPATINIB,A375,1
AZD1775,LAPATINIB,A427,0
AZD1775,LAPATINIB,CAOV3,1
AZD1775,LAPATINIB,ES2,1
AZD1775,LAPATINIB,HCT116,1
AZD1775,LAPATINIB,HT144,1
AZD1775,LAPATINIB,HT29,0
AZD1775,LAPATINIB,LOVO,1
AZD1775,LAPATINIB,MDAMB436,1
AZD1775,LAPATINIB,NCIH1650,1
AZD1775,LAPATINIB,NCIH460,0
AZD1775,LAPATINIB,OV90,0
AZD1775,LAPATINIB,RPMI7951,1
AZD1775,LAPATINIB,SKMES1,1
AZD1775,LAPATINIB,SKOV3,1
AZD1775,LAPATINIB,SW620,0
AZD1775,LAPATINIB,SW837,1
AZD1775,LAPATINIB,UACC62,1
AZD1775,LAPATINIB,VCAP,1
AZD1775,LAPATINIB,ZR751,0
AZD1775,MK-4827,A2058,1
AZD1775,MK-4827,A375,1
AZD1775,MK-4827,CAOV3,0
AZD1775,MK-4827,ES2,0
AZD1775,MK-4827,MDAMB436,1
AZD1775,MK-4827,NCIH1650,1
AZD1775,MK-4827,NCIH2122,1
AZD1775,MK-4827,OV90,0
AZD1775,MK-4827,RKO,1
AZD1775,MK-4827,RPMI7951,1
AZD1775,MK-4827,SKMEL30,1
AZD1775,MK-4827,SKMES1,1
AZD1775,MK-4827,SKOV3,1
AZD1775,MK-4827,SW837,1
AZD1775,MK-4827,T47D,1
AZD1775,MK-4827,UACC62,1
AZD1775,MK-4827,ZR751,1
AZD1775,MK-5108,A2058,0
AZD1775,MK-5108,A427,0
AZD1775,MK-5108,CAOV3,0
AZD1775,MK-5108,HCT116,1
AZD1775,MK-5108,NCIH1650,1
AZD1775,MK-5108,NCIH2122,0
AZD1775,MK-5108,NCIH460,0
AZD1775,MK-5108,RPMI7951,0
AZD1775,MK-5108,SKMES1,0
AZD1775,MK-5108,SKOV3,1
AZD1775,MK-5108,UACC62,1
AZD1775,MK-5108,VCAP,0
AZD1775,MK-5108,ZR751,0
AZD1775,MK-8669,A2058,1
AZD1775,MK-8669,A2780,1
AZD1775,MK-8669,A375,1
AZD1775,MK-8669,A427,1
AZD1775,MK-8669,CAOV3,1
AZD1775,MK-8669,ES2,1
AZD1775,MK-8669,HT144,1
AZD1775,MK-8669,HT29,1
AZD1775,MK-8669,KPL1,1
AZD1775,MK-8669,LOVO,1
AZD1775,MK-8669,MDAMB436,1
AZD1775,MK-8669,NCIH1650,1
AZD1775,MK-8669,NCIH2122,1
AZD1775,MK-8669,NCIH23,1
AZD1775,MK-8669,NCIH460,1
AZD1775,MK-8669,NCIH520,1
AZD1775,MK-8669,OV90,1
AZD1775,MK-8669,RKO,1
AZD1775,MK-8669,RPMI7951,1
AZD1775,MK-8669,SKMEL30,1
AZD1775,MK-8669,SKMES1,1
AZD1775,MK-8669,SKOV3,1
AZD1775,MK-8669,SW620,1
AZD1775,MK-8669,SW837,1
AZD1775,MK-8669,T47D,1
AZD1775,MK-8669,UACC62,1
AZD1775,MK-8669,VCAP,1
AZD1775,PD325901,A2780,1
AZD1775,PD325901,A375,1
AZD1775,PD325901,A427,1
AZD1775,PD325901,CAOV3,1
AZD1775,PD325901,ES2,1
AZD1775,PD325901,HCT116,1
AZD1775,PD325901,HT144,1
AZD1775,PD325901,KPL1,1
AZD1775,PD325901,MDAMB436,1
AZD1775,PD325901,NCIH1650,1
AZD1775,PD325901,OV90,0
AZD1775,PD325901,RKO,1
AZD1775,PD325901,RPMI7951,1
AZD1775,PD325901,SKMES1,0
AZD1775,PD325901,SKOV3,1
AZD1775,PD325901,SW837,1
AZD1775,PD325901,T47D,0
AZD1775,PD325901,UACC62,1
AZD1775,PD325901,ZR751,0
AZD1775,SN-38,CAOV3,0
AZD1775,SN-38,NCIH1650,1
AZD1775,SN-38,NCIH2122,0
AZD1775,SN-38,NCIH23,0
AZD1775,SN-38,NCIH460,0
AZD1775,SN-38,OV90,0
AZD1775,SN-38,RKO,0
AZD1775,SN-38,SKMES1,1
AZD1775,SN-38,SKOV3,1
AZD1775,SN-38,SW620,0
AZD1775,SN-38,SW837,1
AZD1775,SN-38,T47D,0
AZD1775,SN-38,UACC62,1
AZD1775,SN-38,ZR751,1
AZD1775,SORAFENIB,A2058,0
AZD1775,SORAFENIB,A2780,0
AZD1775,SORAFENIB,CAOV3,0
AZD1775,SORAFENIB,ES2,0
AZD1775,SORAFENIB,HT29,0
AZD1775,SORAFENIB,LOVO,0
AZD1775,SORAFENIB,MDAMB436,0
AZD1775,SORAFENIB,NCIH2122,0
AZD1775,SORAFENIB,NCIH23,0
AZD1775,SORAFENIB,OV90,0
AZD1775,SORAFENIB,RKO,0
AZD1775,SORAFENIB,RPMI7951,0
AZD1775,SORAFENIB,SKMES1,0
AZD1775,SORAFENIB,SW620,0
AZD1775,SORAFENIB,SW837,0
AZD1775,SORAFENIB,VCAP,0
AZD1775,SORAFENIB,ZR751,0
AZD1775,TOPOTECAN,A375,0
AZD1775,TOPOTECAN,A427,1
AZD1775,TOPOTECAN,ES2,0
AZD1775,TOPOTECAN,HT29,1
AZD1775,TOPOTECAN,KPL1,1
AZD1775,TOPOTECAN,NCIH23,1
AZD1775,TOPOTECAN,NCIH460,0
AZD1775,TOPOTECAN,OV90,0
AZD1775,TOPOTECAN,RKO,0
AZD1775,TOPOTECAN,RPMI7951,0
AZD1775,TOPOTECAN,SKMEL30,1
AZD1775,TOPOTECAN,SKMES1,0
AZD1775,TOPOTECAN,SW620,1
AZD1775,TOPOTECAN,ZR751,1
BORTEZOMIB,ABT-888,A2780,0
BORTEZOMIB,ABT-888,A375,1
BORTEZOMIB,ABT-888,A427,0
BORTEZOMIB,ABT-888,CAOV3,1
BORTEZOMIB,ABT-888,ES2,0
BORTEZOMIB,ABT-888,HT144,0
BORTEZOMIB,ABT-888,HT29,0
BORTEZOMIB,ABT-888,KPL1,1
BORTEZOMIB,ABT-888,NCIH1650,0
BORTEZOMIB,ABT-888,NCIH2122,1
BORTEZOMIB,ABT-888,NCIH23,0
BORTEZOMIB,ABT-888,NCIH520,0
BORTEZOMIB,ABT-888,SKMEL30,0
BORTEZOMIB,ABT-888,SKMES1,0
BORTEZOMIB,ABT-888,SW837,0
BORTEZOMIB,ABT-888,T47D,0
BORTEZOMIB,ABT-888,UACC62,0
BORTEZOMIB,ABT-888,ZR751,0
BORTEZOMIB,DASATINIB,A2058,1
BORTEZOMIB,DASATINIB,A2780,1
BORTEZOMIB,DASATINIB,A375,1
BORTEZOMIB,DASATINIB,A427,1
BORTEZOMIB,DASATINIB,CAOV3,0
BORTEZOMIB,DASATINIB,HCT116,0
BORTEZOMIB,DASATINIB,HT144,0
BORTEZOMIB,DASATINIB,HT29,0
BORTEZOMIB,DASATINIB,KPL1,1
BORTEZOMIB,DASATINIB,LOVO,1
BORTEZOMIB,DASATINIB,NCIH1650,0
BORTEZOMIB,DASATINIB,NCIH2122,0
BORTEZOMIB,DASATINIB,NCIH23,0
BORTEZOMIB,DASATINIB,NCIH460,1
BORTEZOMIB,DASATINIB,NCIH520,0
BORTEZOMIB,DASATINIB,OV90,0
BORTEZOMIB,DASATINIB,SKMEL30,0
BORTEZOMIB,DASATINIB,SKMES1,0
BORTEZOMIB,DASATINIB,SKOV3,0
BORTEZOMIB,DASATINIB,SW620,1
BORTEZOMIB,DASATINIB,SW837,1
BORTEZOMIB,DASATINIB,UACC62,0
BORTEZOMIB,DASATINIB,VCAP,0
BORTEZOMIB,DASATINIB,ZR751,1
BORTEZOMIB,GELDANAMYCIN,A2058,0
BORTEZOMIB,GELDANAMYCIN,A2780,0
BORTEZOMIB,GELDANAMYCIN,CAOV3,0
BORTEZOMIB,GELDANAMYCIN,HCT116,0
BORTEZOMIB,GELDANAMYCIN,HT144,0
BORTEZOMIB,GELDANAMYCIN,HT29,0
BORTEZOMIB,GELDANAMYCIN,KPL1,0
BORTEZOMIB,GELDANAMYCIN,NCIH1650,0
BORTEZOMIB,GELDANAMYCIN,NCIH2122,0
